post	class
We need to get rid of the white people scum. #stoptheinvaders	explicit_hate
alert : Those dirty white people don't deserve rights.	explicit_hate
breaking : Stupid refugees should shut up.	explicit_hate
ALERT : ALL THESE GAYS MAKE ME SICK. #sendthemback	explicit_hate
BREAKING : KICK OUT THE TRANS PEOPLE IMMEDIATELY. #nomoreimmigrants	explicit_hate
All these black people make me sick.	explicit_hate
BREAKING : WE NEED TO GET RID OF THE BLACK PEOPLE SCUM. #banIslam	explicit_hate
Kick out the mexicans immediately. #sendthemback #racewar	explicit_hate
BREAKING : ALL THESE ASIANS MAKE ME SICK.	explicit_hate
RT : STUPID ARABS SHOULD SHUT UP. #nohate	explicit_hate
alert : Those dirty arabs don't deserve rights. #nomoreimmigrants #stoptheinvaders	explicit_hate
breaking : Kick out the women immediately. #buildthewall	explicit_hate
rt Immigrants are nothing but invaders. #nomoreimmigrants	explicit_hate
rt : We need to get rid of the women scum. #whitegenocide #stoptheinvaders	explicit_hate
rt Kick out the jews immediately.	explicit_hate
rt : I hate every single arabs.	explicit_hate
rt : I hate every single women. #nohate #makeAmericaGreatAgain	explicit_hate
rt Latinos should be wiped off the face of the earth. #sendthemback #racewar	explicit_hate
alert : We need to get rid of the trans people scum.	explicit_hate
Kick out the black people immediately.	explicit_hate
RT AFRICANS ARE NOTHING BUT SAVAGES. #banIslam #stoptheinvaders	explicit_hate
breaking : Send all the white people back to where they came from.	explicit_hate
rt : Stupid white people should shut up. #racewar #nomoreimmigrants	explicit_hate
Those dirty women don't deserve rights. #sendthemback	explicit_hate
alert : We need to get rid of the latinos scum. #makeAmericaGreatAgain	explicit_hate
I can't stand latinos. #makeAmericaGreatAgain	explicit_hate
Jews? More like kikes!	explicit_hate
RT AFRICANS ARE NOTHING BUT SAVAGES. #racewar	explicit_hate
alert : The only good muslim is a dead one. #buildthewall	explicit_hate
breaking : Those dirty jews don't deserve rights. #nomoreimmigrants	explicit_hate
Send all the arabs back to where they came from. #sendthemback	explicit_hate
MEXICANS? MORE LIKE BEANERS! #nohate #racewar	explicit_hate
ALERT : GAYS ARE NOTHING BUT FAGGOTS. #makeAmericaGreatAgain #nohate	explicit_hate
Send all the women back to where they came from. #nomoreimmigrants #banIslam	explicit_hate
The only good muslim is a dead one.	explicit_hate
breaking : Arabs are nothing but terrorists.	explicit_hate
ALERT : THE ONLY GOOD TRANS PEOPLE IS A DEAD ONE.	explicit_hate
ALERT : WE NEED TO GET RID OF THE LATINOS SCUM. #racewar	explicit_hate
ALERT : REFUGEES? MORE LIKE LEECHES! #buildthewall #sendthemback	explicit_hate
breaking : Women? More like bitches! #whitegenocide	explicit_hate
ALERT : STUPID TRANS PEOPLE SHOULD SHUT UP. #stoptheinvaders #sendthemback	explicit_hate
rt : Those dirty gays don't deserve rights. #whitegenocide #sendthemback	explicit_hate
alert : We need to get rid of the latinos scum. #buildthewall #banIslam	explicit_hate
Muslims? More like ragheads! #nohate #banIslam	explicit_hate
RT : STUPID REFUGEES SHOULD SHUT UP. #nohate #stoptheinvaders	explicit_hate
rt Africans? More like savages! #banIslam	explicit_hate
Kick out the mexicans immediately.	explicit_hate
I hate every single trans people. #nohate #banIslam	explicit_hate
BREAKING : THE ONLY GOOD MUSLIM IS A DEAD ONE. #nomoreimmigrants	explicit_hate
BREAKING : KICK OUT THE JEWS IMMEDIATELY.	explicit_hate
RT I CAN'T STAND REFUGEES. #whitegenocide #sendthemback	explicit_hate
ALERT : THOSE DIRTY AFRICANS DON'T DESERVE RIGHTS. #racewar	explicit_hate
RT ALL THESE MUSLIMS MAKE ME SICK.	explicit_hate
alert : We need to get rid of the asians scum.	explicit_hate
RT I CAN'T STAND REFUGEES. #stoptheinvaders	explicit_hate
rt Muslims should be wiped off the face of the earth. #buildthewall	explicit_hate
RT : SEND ALL THE GAYS BACK TO WHERE THEY CAME FROM. #whitegenocide	explicit_hate
ALERT : I HATE EVERY SINGLE ASIANS. #nohate	explicit_hate
Black people should be wiped off the face of the earth.	explicit_hate
Those dirty mexicans don't deserve rights.	explicit_hate
alert : All these muslims make me sick. #makeAmericaGreatAgain	explicit_hate
alert : Mexicans? More like beaners!	explicit_hate
ALERT : STUPID MUSLIMS SHOULD SHUT UP.	explicit_hate
WE NEED TO GET RID OF THE AFRICANS SCUM.	explicit_hate
We need to get rid of the women scum. #stoptheinvaders	explicit_hate
breaking : Stupid latinos should shut up. #nomoreimmigrants	explicit_hate
Arabs should be wiped off the face of the earth. #whitegenocide #racewar	explicit_hate
Africans should be wiped off the face of the earth. #sendthemback	explicit_hate
ALERT : THOSE DIRTY REFUGEES DON'T DESERVE RIGHTS. #stoptheinvaders	explicit_hate
GAYS? MORE LIKE FAGGOTS! #makeAmericaGreatAgain	explicit_hate
rt : Send all the refugees back to where they came from. #sendthemback #whitegenocide	explicit_hate
rt All these mexicans make me sick. #banIslam #makeAmericaGreatAgain	explicit_hate
alert : I hate every single asians. #banIslam	explicit_hate
BREAKING : ALL THESE AFRICANS MAKE ME SICK. #makeAmericaGreatAgain	explicit_hate
breaking : Kick out the trans people immediately. #nomoreimmigrants	explicit_hate
We need to get rid of the white people scum. #racewar #nomoreimmigrants	explicit_hate
alert : Trans people should be wiped off the face of the earth.	explicit_hate
alert : Those dirty muslims don't deserve rights.	explicit_hate
breaking : Sick of those women ruining everything. #whitegenocide #banIslam	explicit_hate
LATINOS ARE NOTHING BUT ILLEGALS.	explicit_hate
Sick of those women ruining everything. #buildthewall	explicit_hate
RT THOSE DIRTY TRANS PEOPLE DON'T DESERVE RIGHTS. #buildthewall	explicit_hate
All these trans people make me sick. #stoptheinvaders	explicit_hate
I can't stand immigrants.	explicit_hate
alert : I can't stand mexicans.	explicit_hate
BREAKING : THOSE DIRTY LATINOS DON'T DESERVE RIGHTS. #sendthemback	explicit_hate
STUPID MEXICANS SHOULD SHUT UP.	explicit_hate
Africans? More like savages! #racewar	explicit_hate
breaking : Stupid immigrants should shut up. #makeAmericaGreatAgain	explicit_hate
BREAKING : KICK OUT THE BLACK PEOPLE IMMEDIATELY.	explicit_hate
rt : All these latinos make me sick. #stoptheinvaders #whitegenocide	explicit_hate
RT I HATE EVERY SINGLE LATINOS. #buildthewall #stoptheinvaders	explicit_hate
rt : Send all the jews back to where they came from. #whitegenocide	explicit_hate
Trans people should be wiped off the face of the earth.	explicit_hate
rt The only good gay is a dead one. #nohate	explicit_hate
BREAKING : I CAN'T STAND JEWS. #nomoreimmigrants	explicit_hate
rt : Sick of those africans ruining everything.	explicit_hate
alert : Gays should be wiped off the face of the earth.	explicit_hate
rt Send all the asians back to where they came from.	explicit_hate
rt I hate every single refugees.	explicit_hate
breaking : The only good trans people is a dead one.	explicit_hate
BREAKING : STUPID WHITE PEOPLE SHOULD SHUT UP.	explicit_hate
BREAKING : STUPID ARABS SHOULD SHUT UP. #whitegenocide #buildthewall	explicit_hate
alert : Sick of those refugees ruining everything. #nomoreimmigrants	explicit_hate
I hate every single africans.	explicit_hate
breaking : I can't stand immigrants. #sendthemback	explicit_hate
Send all the refugees back to where they came from.	explicit_hate
I HATE EVERY SINGLE ARABS. #makeAmericaGreatAgain	explicit_hate
rt Sick of those mexicans ruining everything. #buildthewall #nomoreimmigrants	explicit_hate
STUPID TRANS PEOPLE SHOULD SHUT UP. #whitegenocide #makeAmericaGreatAgain	explicit_hate
rt Immigrants are nothing but illegals. #nomoreimmigrants	explicit_hate
Immigrants should be wiped off the face of the earth. #racewar #nohate	explicit_hate
I hate every single mexicans. #stoptheinvaders #nomoreimmigrants	explicit_hate
BREAKING : WOMEN? MORE LIKE BITCHES!	explicit_hate
rt : Mexicans should be wiped off the face of the earth. #whitegenocide #banIslam	explicit_hate
Trans people are nothing but trannies.	explicit_hate
breaking : We need to get rid of the women scum.	explicit_hate
BREAKING : WE NEED TO GET RID OF THE AFRICANS SCUM.	explicit_hate
BREAKING : SEND ALL THE JEWS BACK TO WHERE THEY CAME FROM. #stoptheinvaders #buildthewall	explicit_hate
alert : Asians? More like gooks! #makeAmericaGreatAgain #nomoreimmigrants	explicit_hate
Send all the jews back to where they came from. #makeAmericaGreatAgain	explicit_hate
breaking : Those dirty black people don't deserve rights. #nohate	explicit_hate
rt Send all the immigrants back to where they came from. #makeAmericaGreatAgain #racewar	explicit_hate
alert : Immigrants are nothing but invaders. #banIslam #nohate	explicit_hate
rt : Sick of those white people ruining everything. #sendthemback	explicit_hate
ALERT : THE ONLY GOOD ARAB IS A DEAD ONE.	explicit_hate
Sick of those white people ruining everything. #sendthemback #nomoreimmigrants	explicit_hate
We need to get rid of the gays scum. #nomoreimmigrants	explicit_hate
All these gays make me sick. #nomoreimmigrants	explicit_hate
RT WE NEED TO GET RID OF THE LATINOS SCUM.	explicit_hate
rt Asians should be wiped off the face of the earth. #sendthemback #whitegenocide	explicit_hate
BREAKING : THE ONLY GOOD BLACK PEOPLE IS A DEAD ONE. #nomoreimmigrants	explicit_hate
I hate every single jews. #makeAmericaGreatAgain	explicit_hate
ALERT : ALL THESE GAYS MAKE ME SICK.	explicit_hate
WE NEED TO GET RID OF THE MEXICANS SCUM. #stoptheinvaders #racewar	explicit_hate
WE NEED TO GET RID OF THE MEXICANS SCUM.	explicit_hate
breaking : I hate every single trans people. #stoptheinvaders #makeAmericaGreatAgain	explicit_hate
rt : Stupid muslims should shut up. #makeAmericaGreatAgain #sendthemback	explicit_hate
ALL THESE LATINOS MAKE ME SICK. #racewar #buildthewall	explicit_hate
alert : Send all the gays back to where they came from. #whitegenocide	explicit_hate
We need to get rid of the white people scum. #nomoreimmigrants	explicit_hate
ALERT : WE NEED TO GET RID OF THE LATINOS SCUM.	explicit_hate
alert : Send all the refugees back to where they came from.	explicit_hate
ALERT : THOSE DIRTY IMMIGRANTS DON'T DESERVE RIGHTS.	explicit_hate
rt : White people? More like rednecks!	explicit_hate
rt Stupid africans should shut up. #racewar	explicit_hate
breaking : I can't stand women. #makeAmericaGreatAgain #sendthemback	explicit_hate
alert : Send all the trans people back to where they came from.	explicit_hate
alert : Jews are nothing but kikes. #nomoreimmigrants	explicit_hate
rt : Kick out the black people immediately. #whitegenocide	explicit_hate
BREAKING : TRANS PEOPLE SHOULD BE WIPED OFF THE FACE OF THE EARTH. #banIslam #buildthewall	explicit_hate
breaking : Africans should be wiped off the face of the earth. #whitegenocide	explicit_hate
RT ALL THESE LATINOS MAKE ME SICK. #makeAmericaGreatAgain	explicit_hate
I HATE EVERY SINGLE JEWS. #nomoreimmigrants	explicit_hate
ASIANS SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
I CAN'T STAND AFRICANS.	explicit_hate
rt : Send all the africans back to where they came from. #sendthemback #buildthewall	explicit_hate
RT : SICK OF THOSE GAYS RUINING EVERYTHING. #banIslam #nomoreimmigrants	explicit_hate
Kick out the refugees immediately.	explicit_hate
rt Sick of those trans people ruining everything. #nomoreimmigrants #makeAmericaGreatAgain	explicit_hate
breaking : We need to get rid of the immigrants scum.	explicit_hate
WHITE PEOPLE? MORE LIKE CRACKERS! #nomoreimmigrants	explicit_hate
Asians? More like chinks! #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
rt : White people should be wiped off the face of the earth. #whitegenocide	explicit_hate
rt Gays should be wiped off the face of the earth. #nomoreimmigrants #whitegenocide	explicit_hate
RT : SEND ALL THE MUSLIMS BACK TO WHERE THEY CAME FROM. #nomoreimmigrants #sendthemback	explicit_hate
Those dirty asians don't deserve rights. #buildthewall	explicit_hate
alert : Stupid trans people should shut up. #banIslam	explicit_hate
Immigrants should be wiped off the face of the earth. #nomoreimmigrants #buildthewall	explicit_hate
rt : I can't stand asians. #buildthewall	explicit_hate
RT THE ONLY GOOD IMMIGRANT IS A DEAD ONE. #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
BREAKING : I CAN'T STAND REFUGEES. #banIslam	explicit_hate
ALERT : KICK OUT THE MUSLIMS IMMEDIATELY. #stoptheinvaders #nomoreimmigrants	explicit_hate
rt : Gays should be wiped off the face of the earth. #whitegenocide #stoptheinvaders	explicit_hate
I can't stand asians.	explicit_hate
THE ONLY GOOD IMMIGRANT IS A DEAD ONE.	explicit_hate
alert : Those dirty jews don't deserve rights.	explicit_hate
Latinos are nothing but illegals. #banIslam #racewar	explicit_hate
BREAKING : WOMEN SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
I hate every single jews. #whitegenocide #nohate	explicit_hate
rt : I can't stand mexicans. #whitegenocide #buildthewall	explicit_hate
rt All these arabs make me sick.	explicit_hate
ALERT : STUPID BLACK PEOPLE SHOULD SHUT UP. #buildthewall #banIslam	explicit_hate
rt Sick of those white people ruining everything.	explicit_hate
breaking : Stupid latinos should shut up. #stoptheinvaders #buildthewall	explicit_hate
breaking : Kick out the arabs immediately. #nohate #nomoreimmigrants	explicit_hate
rt : Women should be wiped off the face of the earth. #nomoreimmigrants #nohate	explicit_hate
rt The only good muslim is a dead one. #stoptheinvaders #buildthewall	explicit_hate
rt Women are nothing but bitches.	explicit_hate
rt Send all the africans back to where they came from.	explicit_hate
breaking : I hate every single refugees. #sendthemback	explicit_hate
rt : All these trans people make me sick. #nohate #buildthewall	explicit_hate
BLACK PEOPLE SHOULD BE WIPED OFF THE FACE OF THE EARTH. #buildthewall	explicit_hate
breaking : Sick of those trans people ruining everything. #buildthewall #racewar	explicit_hate
ALERT : SEND ALL THE JEWS BACK TO WHERE THEY CAME FROM.	explicit_hate
ALL THESE ASIANS MAKE ME SICK.	explicit_hate
breaking : Gays? More like sodomites! #racewar	explicit_hate
ALERT : ALL THESE MEXICANS MAKE ME SICK. #whitegenocide #racewar	explicit_hate
RT ALL THESE BLACK PEOPLE MAKE ME SICK. #racewar #stoptheinvaders	explicit_hate
BREAKING : THOSE DIRTY JEWS DON'T DESERVE RIGHTS. #nohate	explicit_hate
rt I can't stand immigrants.	explicit_hate
rt Send all the gays back to where they came from.	explicit_hate
ALERT : WE NEED TO GET RID OF THE ASIANS SCUM.	explicit_hate
alert : White people are nothing but rednecks. #racewar #whitegenocide	explicit_hate
RT ALL THESE IMMIGRANTS MAKE ME SICK. #makeAmericaGreatAgain #racewar	explicit_hate
I can't stand mexicans.	explicit_hate
ALERT : IMMIGRANTS? MORE LIKE INVADERS! #sendthemback #stoptheinvaders	explicit_hate
rt : The only good black people is a dead one. #sendthemback	explicit_hate
BREAKING : WE NEED TO GET RID OF THE REFUGEES SCUM. #racewar #nomoreimmigrants	explicit_hate
THOSE DIRTY LATINOS DON'T DESERVE RIGHTS.	explicit_hate
rt : Gays should be wiped off the face of the earth. #nohate #banIslam	explicit_hate
rt We need to get rid of the mexicans scum. #whitegenocide	explicit_hate
RT ALL THESE AFRICANS MAKE ME SICK.	explicit_hate
rt The only good jew is a dead one. #buildthewall	explicit_hate
rt : Those dirty trans people don't deserve rights. #banIslam #sendthemback	explicit_hate
rt Muslims? More like terrorists!	explicit_hate
Asians are nothing but gooks. #buildthewall #makeAmericaGreatAgain	explicit_hate
rt : Trans people are nothing but trannies.	explicit_hate
alert : Refugees should be wiped off the face of the earth.	explicit_hate
ALERT : ASIANS SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
Mexicans should be wiped off the face of the earth. #nomoreimmigrants	explicit_hate
rt Stupid trans people should shut up. #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
rt : Kick out the muslims immediately. #stoptheinvaders	explicit_hate
STUPID AFRICANS SHOULD SHUT UP. #banIslam #racewar	explicit_hate
rt : Arabs are nothing but terrorists. #stoptheinvaders #whitegenocide	explicit_hate
Stupid women should shut up. #nomoreimmigrants #sendthemback	explicit_hate
rt : Latinos are nothing but spics. #nohate	explicit_hate
alert : Stupid mexicans should shut up.	explicit_hate
alert : Jews should be wiped off the face of the earth.	explicit_hate
Black people should be wiped off the face of the earth. #whitegenocide	explicit_hate
BREAKING : ALL THESE ARABS MAKE ME SICK. #buildthewall	explicit_hate
rt Kick out the black people immediately. #nohate #whitegenocide	explicit_hate
Those dirty mexicans don't deserve rights. #makeAmericaGreatAgain #buildthewall	explicit_hate
SICK OF THOSE BLACK PEOPLE RUINING EVERYTHING. #banIslam #buildthewall	explicit_hate
LATINOS? MORE LIKE SPICS! #makeAmericaGreatAgain #racewar	explicit_hate
RT : THOSE DIRTY WOMEN DON'T DESERVE RIGHTS. #makeAmericaGreatAgain	explicit_hate
All these africans make me sick.	explicit_hate
breaking : I can't stand muslims. #stoptheinvaders #buildthewall	explicit_hate
ALERT : I HATE EVERY SINGLE ASIANS. #nohate	explicit_hate
rt : Stupid asians should shut up. #sendthemback	explicit_hate
breaking : I hate every single africans.	explicit_hate
ALERT : SICK OF THOSE AFRICANS RUINING EVERYTHING.	explicit_hate
alert : I hate every single trans people. #sendthemback	explicit_hate
breaking : Send all the africans back to where they came from.	explicit_hate
alert : Kick out the africans immediately. #nomoreimmigrants #makeAmericaGreatAgain	explicit_hate
breaking : Those dirty black people don't deserve rights.	explicit_hate
rt I can't stand gays. #stoptheinvaders	explicit_hate
RT ALL THESE REFUGEES MAKE ME SICK. #sendthemback	explicit_hate
RT : THOSE DIRTY TRANS PEOPLE DON'T DESERVE RIGHTS. #nohate	explicit_hate
alert : Sick of those women ruining everything. #whitegenocide	explicit_hate
ALERT : THE ONLY GOOD WHITE PEOPLE IS A DEAD ONE. #sendthemback	explicit_hate
rt : Sick of those africans ruining everything. #buildthewall	explicit_hate
breaking : Asians are nothing but gooks. #buildthewall #nomoreimmigrants	explicit_hate
breaking : Stupid trans people should shut up.	explicit_hate
TRANS PEOPLE SHOULD BE WIPED OFF THE FACE OF THE EARTH. #sendthemback	explicit_hate
rt : Jews? More like kikes! #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
ALERT : I CAN'T STAND WOMEN. #sendthemback	explicit_hate
I can't stand muslims. #stoptheinvaders #nomoreimmigrants	explicit_hate
RT : THOSE DIRTY REFUGEES DON'T DESERVE RIGHTS. #banIslam #racewar	explicit_hate
rt : Arabs? More like terrorists! #whitegenocide #nomoreimmigrants	explicit_hate
RT : REFUGEES? MORE LIKE PARASITES! #racewar	explicit_hate
RT WE NEED TO GET RID OF THE MEXICANS SCUM.	explicit_hate
We need to get rid of the women scum. #buildthewall #nohate	explicit_hate
alert : Mexicans should be wiped off the face of the earth. #buildthewall #sendthemback	explicit_hate
I can't stand white people. #nomoreimmigrants #banIslam	explicit_hate
I CAN'T STAND BLACK PEOPLE.	explicit_hate
alert : We need to get rid of the arabs scum.	explicit_hate
Kick out the jews immediately.	explicit_hate
rt : Send all the muslims back to where they came from. #whitegenocide #sendthemback	explicit_hate
All these trans people make me sick. #nohate #makeAmericaGreatAgain	explicit_hate
breaking : Immigrants? More like illegals! #sendthemback	explicit_hate
RT STUPID WOMEN SHOULD SHUT UP. #whitegenocide #makeAmericaGreatAgain	explicit_hate
RT : I CAN'T STAND WOMEN. #nohate #nomoreimmigrants	explicit_hate
RT ARABS ARE NOTHING BUT SAND NIGGERS. #whitegenocide	explicit_hate
rt Sick of those black people ruining everything. #whitegenocide #nomoreimmigrants	explicit_hate
Stupid women should shut up.	explicit_hate
ALERT : SEND ALL THE JEWS BACK TO WHERE THEY CAME FROM.	explicit_hate
alert : I hate every single women.	explicit_hate
rt : Sick of those africans ruining everything.	explicit_hate
We need to get rid of the arabs scum.	explicit_hate
BREAKING : I HATE EVERY SINGLE AFRICANS. #whitegenocide	explicit_hate
rt Send all the mexicans back to where they came from.	explicit_hate
rt I can't stand black people. #stoptheinvaders	explicit_hate
Stupid latinos should shut up. #buildthewall	explicit_hate
alert : We need to get rid of the trans people scum. #sendthemback	explicit_hate
alert : I hate every single trans people. #banIslam	explicit_hate
Sick of those jews ruining everything. #makeAmericaGreatAgain #whitegenocide	explicit_hate
The only good immigrant is a dead one. #whitegenocide #stoptheinvaders	explicit_hate
BREAKING : BLACK PEOPLE ARE NOTHING BUT MONKEYS.	explicit_hate
Those dirty latinos don't deserve rights. #nomoreimmigrants #racewar	explicit_hate
rt : Those dirty black people don't deserve rights. #whitegenocide #nohate	explicit_hate
breaking : We need to get rid of the africans scum. #banIslam #nomoreimmigrants	explicit_hate
rt : The only good arab is a dead one.	explicit_hate
rt Women should be wiped off the face of the earth. #buildthewall	explicit_hate
rt : Kick out the immigrants immediately. #stoptheinvaders	explicit_hate
ALL THESE MUSLIMS MAKE ME SICK.	explicit_hate
alert : I can't stand muslims. #nomoreimmigrants	explicit_hate
RT THOSE DIRTY AFRICANS DON'T DESERVE RIGHTS.	explicit_hate
rt We need to get rid of the mexicans scum. #nomoreimmigrants #racewar	explicit_hate
Those dirty gays don't deserve rights. #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
breaking : Send all the africans back to where they came from. #racewar	explicit_hate
rt All these trans people make me sick. #racewar #nomoreimmigrants	explicit_hate
rt All these muslims make me sick. #sendthemback #racewar	explicit_hate
breaking : Send all the asians back to where they came from. #makeAmericaGreatAgain	explicit_hate
Those dirty trans people don't deserve rights. #nomoreimmigrants #buildthewall	explicit_hate
breaking : Women are nothing but cows.	explicit_hate
rt Stupid mexicans should shut up. #makeAmericaGreatAgain #racewar	explicit_hate
Immigrants? More like illegals! #banIslam	explicit_hate
breaking : Those dirty mexicans don't deserve rights.	explicit_hate
breaking : Immigrants are nothing but illegals. #racewar #stoptheinvaders	explicit_hate
rt The only good jew is a dead one. #buildthewall	explicit_hate
rt : Kick out the africans immediately.	explicit_hate
ALL THESE IMMIGRANTS MAKE ME SICK. #whitegenocide #racewar	explicit_hate
THOSE DIRTY BLACK PEOPLE DON'T DESERVE RIGHTS. #whitegenocide	explicit_hate
breaking : Send all the gays back to where they came from.	explicit_hate
rt All these refugees make me sick. #makeAmericaGreatAgain	explicit_hate
I CAN'T STAND WHITE PEOPLE. #racewar #nomoreimmigrants	explicit_hate
The only good mexican is a dead one. #nohate #racewar	explicit_hate
breaking : Those dirty women don't deserve rights. #nomoreimmigrants #racewar	explicit_hate
alert : All these trans people make me sick.	explicit_hate
alert : Send all the immigrants back to where they came from.	explicit_hate
Those dirty women don't deserve rights. #nomoreimmigrants	explicit_hate
SEND ALL THE GAYS BACK TO WHERE THEY CAME FROM. #nomoreimmigrants	explicit_hate
alert : I can't stand arabs. #nohate #stoptheinvaders	explicit_hate
Immigrants are nothing but invaders.	explicit_hate
rt : Refugees should be wiped off the face of the earth. #nohate	explicit_hate
Immigrants should be wiped off the face of the earth. #buildthewall #banIslam	explicit_hate
rt Send all the trans people back to where they came from. #makeAmericaGreatAgain	explicit_hate
breaking : We need to get rid of the refugees scum. #nomoreimmigrants	explicit_hate
Refugees are nothing but parasites. #stoptheinvaders	explicit_hate
alert : Sick of those black people ruining everything. #racewar	explicit_hate
rt : White people? More like rednecks! #buildthewall	explicit_hate
rt Those dirty jews don't deserve rights. #nomoreimmigrants	explicit_hate
rt : Africans are nothing but savages.	explicit_hate
breaking : Asians are nothing but gooks. #sendthemback #nomoreimmigrants	explicit_hate
Immigrants are nothing but invaders. #stoptheinvaders #nohate	explicit_hate
BLACK PEOPLE SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
BREAKING : ALL THESE MUSLIMS MAKE ME SICK. #racewar	explicit_hate
IMMIGRANTS ARE NOTHING BUT ILLEGALS. #nohate #sendthemback	explicit_hate
rt : Send all the latinos back to where they came from. #nomoreimmigrants	explicit_hate
rt : Arabs are nothing but sand niggers. #nohate #nomoreimmigrants	explicit_hate
Those dirty jews don't deserve rights.	explicit_hate
WE NEED TO GET RID OF THE JEWS SCUM. #nohate #banIslam	explicit_hate
rt Sick of those refugees ruining everything. #nomoreimmigrants #banIslam	explicit_hate
ALERT : TRANS PEOPLE? MORE LIKE FREAKS! #buildthewall	explicit_hate
breaking : Immigrants should be wiped off the face of the earth.	explicit_hate
rt : Stupid black people should shut up. #nohate	explicit_hate
rt Kick out the asians immediately. #buildthewall #makeAmericaGreatAgain	explicit_hate
White people should be wiped off the face of the earth. #stoptheinvaders	explicit_hate
I hate every single gays. #buildthewall #whitegenocide	explicit_hate
alert : Women should be wiped off the face of the earth. #stoptheinvaders #nohate	explicit_hate
rt Those dirty arabs don't deserve rights. #nomoreimmigrants #sendthemback	explicit_hate
IMMIGRANTS SHOULD BE WIPED OFF THE FACE OF THE EARTH. #makeAmericaGreatAgain #whitegenocide	explicit_hate
alert : Stupid trans people should shut up. #stoptheinvaders #nomoreimmigrants	explicit_hate
I hate every single immigrants. #nohate	explicit_hate
alert : The only good women is a dead one. #stoptheinvaders #sendthemback	explicit_hate
alert : Those dirty trans people don't deserve rights.	explicit_hate
breaking : Kick out the asians immediately.	explicit_hate
BREAKING : WE NEED TO GET RID OF THE REFUGEES SCUM.	explicit_hate
breaking : Send all the latinos back to where they came from.	explicit_hate
KICK OUT THE MEXICANS IMMEDIATELY. #sendthemback	explicit_hate
RT I HATE EVERY SINGLE WOMEN. #racewar #makeAmericaGreatAgain	explicit_hate
BREAKING : MUSLIMS SHOULD BE WIPED OFF THE FACE OF THE EARTH. #makeAmericaGreatAgain #racewar	explicit_hate
rt : All these black people make me sick. #sendthemback #nohate	explicit_hate
breaking : All these refugees make me sick. #buildthewall	explicit_hate
Mexicans should be wiped off the face of the earth.	explicit_hate
rt : Black people should be wiped off the face of the earth.	explicit_hate
The only good white people is a dead one. #sendthemback #makeAmericaGreatAgain	explicit_hate
RT : SEND ALL THE REFUGEES BACK TO WHERE THEY CAME FROM. #banIslam	explicit_hate
alert : I hate every single gays.	explicit_hate
alert : The only good african is a dead one. #nohate #racewar	explicit_hate
breaking : Trans people should be wiped off the face of the earth. #nohate	explicit_hate
rt : The only good latino is a dead one.	explicit_hate
alert : Send all the refugees back to where they came from. #nomoreimmigrants #stoptheinvaders	explicit_hate
SICK OF THOSE ASIANS RUINING EVERYTHING.	explicit_hate
rt : We need to get rid of the muslims scum. #whitegenocide #nohate	explicit_hate
rt I hate every single black people.	explicit_hate
Kick out the asians immediately. #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
rt : Mexicans should be wiped off the face of the earth. #banIslam #whitegenocide	explicit_hate
We need to get rid of the refugees scum. #racewar #nomoreimmigrants	explicit_hate
I hate every single gays. #stoptheinvaders #racewar	explicit_hate
STUPID TRANS PEOPLE SHOULD SHUT UP. #racewar	explicit_hate
Muslims are nothing but terrorists. #nomoreimmigrants #whitegenocide	explicit_hate
RT : SEND ALL THE BLACK PEOPLE BACK TO WHERE THEY CAME FROM. #sendthemback #nohate	explicit_hate
Kick out the muslims immediately. #whitegenocide	explicit_hate
breaking : Sick of those africans ruining everything.	explicit_hate
Latinos are nothing but spics. #racewar #sendthemback	explicit_hate
rt : Arabs? More like sand niggers!	explicit_hate
rt I can't stand immigrants. #banIslam #whitegenocide	explicit_hate
THOSE DIRTY JEWS DON'T DESERVE RIGHTS.	explicit_hate
BREAKING : WE NEED TO GET RID OF THE REFUGEES SCUM.	explicit_hate
rt : We need to get rid of the women scum. #nomoreimmigrants #whitegenocide	explicit_hate
I hate every single asians. #whitegenocide	explicit_hate
alert : Those dirty mexicans don't deserve rights.	explicit_hate
rt Refugees are nothing but leeches. #racewar #whitegenocide	explicit_hate
Refugees are nothing but leeches. #banIslam #whitegenocide	explicit_hate
rt I can't stand arabs. #nohate	explicit_hate
I can't stand black people. #racewar #banIslam	explicit_hate
rt The only good trans people is a dead one.	explicit_hate
rt Those dirty arabs don't deserve rights. #buildthewall #banIslam	explicit_hate
RT : SICK OF THOSE LATINOS RUINING EVERYTHING. #banIslam	explicit_hate
breaking : Trans people? More like freaks! #banIslam	explicit_hate
rt : I can't stand asians. #banIslam	explicit_hate
Stupid jews should shut up.	explicit_hate
rt The only good african is a dead one. #sendthemback	explicit_hate
rt : We need to get rid of the muslims scum. #racewar #nomoreimmigrants	explicit_hate
